user_id,session_id,event,timestamp,device,traffic_source,country,product_id,price,quantity,revenue
457,sess_929719,signup,26-01-2024 00:00,mobile,organic,India,P2,1200,2,0
315,sess_894098,add_to_cart,16-01-2024 00:16,,ads,India,P3,300,3,0
1494,sess_138446,view_product,07-03-2024 00:15,web,referral,india,P2,-1200,1,0
1206,sess_230933,add_to_cart,29-02-2024 00:15,,ads,U.S.A,P1,500,2,0
518,sess_192102,drop_off,08-03-2024 00:11,Mobile,ads,india,,,,0
364,sess_400361,view_product,12-02-2024 00:05,mobile,ads,Germany,P3,300,3,0
201,sess_909899,drop_off,14-02-2024 00:39,WEB,organic,India,,,,0
205,sess_600089,signup,24-03-2024 00:00,,ads,Germany,P3,300,3,0
899,sess_531325,drop_off,09-02-2024 00:05,mobile,organic,U.S.A,,,,0
1417,sess_396827,view_product,05-02-2024 00:07,mobile,referral,U.S.A,P3,300,2,0
1162,sess_913250,signup,27-01-2024 00:00,Mobile,,U.S.A,P1,500,3,0
1149,sess_597725,add_to_cart,03-02-2024 00:10,Mobile,,U.S.A,P2,1200,3,0
1140,sess_927310,drop_off,23-02-2024 00:05,mobile,organic,India,,,,0
1412,sess_254931,view_product,17-02-2024 00:02,Mobile,,Germany,P2,1200,3,0
478,sess_789438,add_to_cart,26-01-2024 00:16,web,,USA,,500,1,0
1248,sess_501087,signup,20-02-2024 00:00,,referral,india,P1,500,2,0
1419,sess_226731,signup,22-02-2024 00:00,WEB,,Germany,P3,300,1,0
1344,sess_160460,drop_off,02-03-2024 00:29,,organic,india,,,,0
364,sess_400361,signup,12-02-2024 00:00,,ads,Germany,P2,-1200,3,0
980,sess_660627,view_product,01-01-2035 00:00,,referral,india,P2,1200,2,0
695,sess_317413,view_product,24-02-2024 00:09,,organic,,P1,500,3,0
1258,sess_536790,drop_off,08-03-2024 00:05,WEB,ads,USA,,,,0
1375,sess_872489,signup,07-03-2024 00:00,mobile,referral,India,P2,1200,3,0
1067,sess_871358,view_product,02-02-2024 00:13,,referral,india,P3,,2,0
419,sess_721543,signup,19-03-2024 00:00,,referral,India,P1,500,3,0
425,sess_646573,add_to_cart,10-03-2024 00:15,web,referral,Germany,P2,1200,2,0
449,sess_164712,view_product,22-02-2024 00:14,mobile,organic,India,P1,500,3,0
666,sess_788290,view_product,04-02-2024 00:13,web,,Germany,P1,500,2,0
1419,sess_596127,signup,23-02-2024 00:00,mobile,,Germany,P3,300,2,0
1349,sess_398623,add_to_cart,04-03-2024 00:17,mobile,organic,India,P1,500,1,0
919,sess_483725,signup,22-03-2024 00:00,web,organic,Germany,P1,500,3,0
384,sess_892080,purchase,20-01-2024 00:25,Mobile,,Germany,P1,,3,1500
1401,sess_728789,signup,26-01-2024 00:00,mobile,ads,Germany,P3,300,1,0
74,sess_190712,signup,30-01-2024 00:00,mobile,referral,U.S.A,P1,500,3,0
828,sess_914207,signup,04-02-2024 00:00,Mobile,organic,Germany,P1,500,3,0
137,sess_267577,view_product,21-01-2024 00:14,web,ads,Germany,P3,,2,0
116,sess_312911,add_to_cart,27-02-2024 00:13,web,referral,india,P1,500,2,0
1370,sess_905810,drop_off,20-01-2024 00:05,Mobile,referral,india,,,,0
44,sess_801695,drop_off,25-03-2024 00:05,Mobile,referral,U.S.A,,,,0
508,sess_390163,purchase,18-01-2024 00:20,WEB,referral,UK,,500,3,1500
990,sess_538893,add_to_cart,28-01-2024 00:23,Mobile,organic,U.S.A,P2,1200,3,0
920,sess_762477,view_product,05-02-2024 00:05,web,ads,India,P1,500,3,0
791,sess_416788,add_to_cart,29-01-2024 00:08,WEB,ads,india,P3,,3,0
1062,sess_343012,add_to_cart,11-03-2024 00:11,,,Germany,P3,300,1,0
1471,sess_188171,add_to_cart,,,organic,india,P2,1200,3,0
1455,sess_373227,signup,24-01-2024 00:00,web,ads,USA,,1200,2,0
161,sess_833344,signup,27-01-2024 00:00,Mobile,organic,USA,P3,-300,1,0
292,sess_853081,drop_off,,web,referral,India,,,,0
1389,sess_173216,drop_off,28-01-2024 00:28,Mobile,,India,,,,0
348,sess_805125,signup,03-02-2024 00:00,mobile,organic,India,P2,1200,3,0
1320,sess_508512,signup,26-02-2024 00:00,WEB,referral,U.S.A,P2,1200,1,0
513,sess_510883,add_to_cart,03-03-2024 00:10,Mobile,ads,india,P3,300,1,0
428,sess_532676,drop_off,30-01-2024 00:15,WEB,,india,,,,0
1078,sess_488642,purchase,02-02-2024 00:21,WEB,referral,U.S.A,P1,500,2,1000
1237,sess_876045,add_to_cart,25-01-2024 00:15,mobile,referral,UK,P2,1200,1,0
926,sess_165832,add_to_cart,14-02-2024 00:28,Mobile,ads,USA,P3,300,3,0
324,sess_976047,drop_off,14-03-2024 00:17,,ads,India,,,,0
266,sess_749941,view_product,18-02-2024 00:06,Mobile,,U.S.A,P3,300,1,0
624,sess_474444,add_to_cart,,Mobile,referral,U.S.A,P1,500,2,0
155,sess_995857,add_to_cart,05-03-2024 00:14,mobile,organic,UK,P2,1200,2,0
1048,sess_471493,signup,,Mobile,referral,india,P2,1200,2,0
1498,sess_767246,signup,,,ads,India,P3,300,3,0
35,sess_480573,drop_off,,WEB,,India,,,,0
1276,sess_669488,drop_off,05-02-2024 00:05,,ads,U.S.A,,,,0
51,sess_906434,signup,07-02-2024 00:00,WEB,,india,P3,,1,0
255,sess_929868,drop_off,09-03-2024 00:05,web,ads,,,,,0
482,sess_601291,signup,01-03-2024 00:00,WEB,referral,India,P3,300,2,0
805,sess_860747,purchase,18-02-2024 00:24,mobile,organic,UK,P1,500,1,500
1359,sess_634086,view_product,27-02-2024 00:13,Mobile,organic,U.S.A,P3,300,1,0
601,sess_508324,signup,10-02-2024 00:00,Mobile,ads,UK,P3,300,1,0
743,sess_216338,signup,16-02-2024 00:00,WEB,ads,india,P3,300,3,0
234,sess_838146,add_to_cart,11-03-2024 00:18,Mobile,organic,UK,,300,1,0
203,sess_596448,purchase,15-02-2024 00:38,WEB,,USA,P3,300,2,600
1113,sess_408583,view_product,05-03-2024 00:07,mobile,organic,U.S.A,P2,1200,1,0
428,sess_535733,signup,10-02-2024 00:00,,,india,P2,1200,3,0
338,sess_214118,view_product,23-03-2024 00:04,Mobile,organic,U.S.A,P1,500,3,0
135,sess_339855,signup,,web,organic,india,P3,300,3,0
219,sess_251686,drop_off,25-01-2024 00:17,mobile,,UK,,,,0
26,sess_389224,signup,09-02-2024 00:00,Mobile,referral,U.S.A,P2,1200,3,0
888,sess_727249,drop_off,01-03-2024 00:25,WEB,ads,U.S.A,,,,0
892,sess_485835,purchase,24-01-2024 00:30,Mobile,organic,india,P3,300,3,900
1157,sess_729227,signup,04-02-2024 00:00,mobile,organic,India,P3,300,3,0
315,sess_554701,drop_off,13-01-2024 00:05,web,,India,,,,0
911,sess_870831,view_product,18-02-2024 00:07,Mobile,ads,USA,P2,-1200,1,0
1193,sess_322468,drop_off,06-02-2024 00:05,mobile,,India,,,,0
1359,sess_147129,signup,13-02-2024 00:00,WEB,,U.S.A,P3,,2,0
52,sess_757548,signup,19-01-2024 00:00,,referral,USA,P3,300,3,0
659,sess_675098,view_product,23-02-2024 00:09,mobile,,U.S.A,P3,300,2,0
1248,sess_297156,view_product,03-03-2024 00:06,mobile,referral,india,P3,,3,0
1176,sess_399557,signup,15-02-2024 00:00,web,ads,U.S.A,P1,500,3,0
582,sess_708394,view_product,22-02-2024 00:15,Mobile,organic,,P3,-300,2,0
619,sess_222257,view_product,01-03-2024 00:07,Mobile,ads,UK,P3,300,2,0
1099,sess_476015,signup,13-02-2024 00:00,Mobile,,india,P3,300,1,0
839,sess_393903,view_product,31-01-2024 00:07,mobile,organic,india,P3,300,2,0
1226,sess_299340,add_to_cart,05-03-2024 00:22,web,ads,India,P3,300,3,0
1495,sess_653922,purchase,30-01-2024 00:34,,referral,india,P3,,3,900
693,sess_639934,drop_off,,Mobile,referral,UK,,,,0
488,sess_460254,purchase,27-01-2024 00:33,mobile,ads,India,P1,500,2,1000
674,sess_624214,view_product,06-03-2024 00:08,WEB,,India,P2,1200,2,0
178,sess_368976,drop_off,05-03-2024 00:21,,referral,india,,,,0
609,sess_322247,drop_off,27-02-2024 00:05,web,organic,U.S.A,,,,0
576,sess_475986,signup,07-02-2024 00:00,mobile,ads,india,,300,1,0
610,sess_134140,purchase,12-01-2024 00:35,web,ads,India,P1,500,3,1500
721,sess_237250,signup,14-01-2024 00:00,WEB,,Germany,P3,300,1,0
462,sess_693335,add_to_cart,16-02-2024 00:06,WEB,ads,India,P1,-500,2,0
231,sess_883412,signup,09-03-2024 00:00,mobile,referral,India,P2,,2,0
301,sess_581484,drop_off,15-01-2024 00:10,web,organic,,,,,0
1323,sess_391927,view_product,28-02-2024 00:14,,ads,Germany,P1,500,1,0
879,sess_604484,view_product,15-03-2024 00:15,,ads,Germany,P3,300,3,0
1399,sess_492893,signup,19-01-2024 00:00,web,ads,UK,P3,300,1,0
388,sess_213152,add_to_cart,27-02-2024 00:20,Mobile,,U.S.A,P3,300,3,0
46,sess_101342,signup,16-03-2024 00:00,web,ads,India,P3,-300,1,0
115,sess_643807,view_product,12-02-2024 00:08,mobile,referral,Germany,P2,1200,2,0
439,sess_290667,view_product,13-02-2024 00:06,mobile,,India,P1,500,3,0
300,sess_132557,signup,02-03-2024 00:00,WEB,,U.S.A,P2,1200,3,0
1077,sess_140961,view_product,04-03-2024 00:04,Mobile,,U.S.A,P3,300,1,0
553,sess_327531,signup,14-03-2024 00:00,web,,,P3,300,2,0
884,sess_905431,signup,05-02-2024 00:00,Mobile,organic,India,P1,500,1,0
1249,sess_914970,signup,06-02-2024 00:00,Mobile,ads,india,P3,300,2,0
107,sess_519410,add_to_cart,03-03-2024 00:23,mobile,,U.S.A,P3,300,1,0
286,sess_505913,view_product,05-03-2024 00:15,,ads,Germany,P3,300,2,0
765,sess_781225,drop_off,02-03-2024 00:36,mobile,,USA,,,,0
373,sess_938579,signup,21-01-2024 00:00,Mobile,organic,UK,P3,300,3,0
865,sess_509907,drop_off,24-02-2024 00:15,WEB,organic,USA,,,,0
519,sess_714205,view_product,02-02-2024 00:10,,organic,,P1,500,2,0
739,sess_715331,add_to_cart,27-01-2024 00:17,mobile,ads,UK,P3,300,2,0
209,sess_198907,purchase,,Mobile,ads,india,P1,500,3,1500
1072,sess_579085,add_to_cart,17-02-2024 00:17,web,referral,India,P1,500,3,0
904,sess_860851,drop_off,08-03-2024 00:17,mobile,ads,UK,,,,0
839,sess_654274,drop_off,22-01-2024 00:29,WEB,referral,india,,,,0
1361,sess_179270,drop_off,02-03-2024 00:15,Mobile,referral,,,,,0
166,sess_495480,view_product,10-02-2024 00:14,web,organic,U.S.A,P3,300,2,0
588,sess_285632,drop_off,04-01-2024 00:22,web,referral,India,,,,0
1201,sess_584674,view_product,24-02-2024 00:15,web,,india,P3,300,3,0
462,sess_693335,drop_off,16-02-2024 00:21,Mobile,ads,India,,,,0
529,sess_225438,add_to_cart,16-01-2024 00:12,,organic,Germany,,500,1,0
382,sess_466914,signup,12-03-2024 00:00,mobile,,,P2,1200,3,0
1205,sess_916976,view_product,,,,India,P3,300,3,0
895,sess_432360,drop_off,13-01-2024 00:14,mobile,,UK,,,,0
485,sess_302681,drop_off,07-02-2024 00:20,web,,UK,,,,0
539,sess_640971,view_product,01-03-2024 00:06,,organic,India,,,3,0
1432,sess_201298,signup,14-02-2024 00:00,,referral,USA,P3,300,2,0
604,sess_859163,purchase,14-02-2024 00:29,Mobile,referral,,P3,300,2,600
1023,sess_623352,drop_off,02-02-2024 00:05,Mobile,,UK,,,,0
586,sess_887625,signup,01-03-2024 00:00,Mobile,ads,India,P3,300,2,0
121,sess_735931,signup,23-02-2024 00:00,web,ads,U.S.A,P3,300,1,0
404,sess_520263,add_to_cart,30-01-2024 00:23,Mobile,organic,india,P3,300,3,0
536,sess_851893,view_product,22-01-2024 00:13,mobile,referral,Germany,P3,300,1,0
801,sess_401717,view_product,22-02-2024 00:08,WEB,,,P2,-1200,3,0
1459,sess_969844,view_product,17-01-2024 00:11,web,,U.S.A,P1,,2,0
16,sess_911061,drop_off,14-01-2024 00:31,Mobile,organic,USA,,,,0
785,sess_752782,add_to_cart,20-01-2024 00:20,mobile,ads,India,P2,1200,3,0
453,sess_942636,add_to_cart,06-03-2024 00:25,,,USA,P2,1200,1,0
740,sess_885392,drop_off,14-02-2024 00:13,WEB,,india,,,,0
310,sess_662793,signup,16-03-2024 00:00,web,ads,UK,P2,1200,2,0
113,sess_460581,view_product,01-01-2035 00:00,web,organic,U.S.A,P2,1200,1,0
1105,sess_813444,signup,14-03-2024 00:00,Mobile,,U.S.A,P1,500,1,0
589,sess_852877,signup,01-02-2024 00:00,Mobile,organic,U.S.A,,1200,1,0
843,sess_875085,signup,28-02-2024 00:00,web,organic,USA,P2,1200,2,0
45,sess_816348,view_product,21-02-2024 00:04,WEB,,,P3,300,1,0
671,sess_578302,drop_off,,mobile,referral,,,,,0
586,sess_519512,drop_off,03-02-2024 00:05,web,ads,India,,,,0
845,sess_689602,view_product,15-02-2024 00:08,WEB,organic,Germany,P2,1200,2,0
1304,sess_805617,drop_off,29-01-2024 00:31,Mobile,,,,,,0
1460,sess_745334,view_product,26-02-2024 00:14,Mobile,ads,india,P2,,3,0
702,sess_568706,drop_off,06-02-2024 00:05,mobile,organic,U.S.A,,,,0
1224,sess_755439,signup,30-01-2024 00:00,web,ads,UK,P2,1200,2,0
920,sess_130854,drop_off,25-01-2024 00:05,mobile,,India,,,,0
1289,sess_263607,signup,15-02-2024 00:00,WEB,ads,U.S.A,P2,1200,2,0
483,sess_500205,drop_off,21-01-2024 00:22,WEB,ads,Germany,,,,0
558,sess_750883,view_product,21-01-2024 00:08,web,organic,Germany,P1,500,3,0
11,sess_393722,view_product,20-03-2024 00:02,web,referral,USA,P3,,2,0
15,sess_165654,signup,20-02-2024 00:00,mobile,,,P1,500,2,0
1090,sess_160430,drop_off,22-01-2024 00:05,Mobile,organic,India,,,,0
699,sess_727727,signup,20-03-2024 00:00,WEB,,Germany,,500,1,0
1297,sess_261975,view_product,07-03-2024 00:03,,organic,,P2,1200,3,0
754,sess_180004,drop_off,01-02-2024 00:05,WEB,ads,U.S.A,,,,0
1105,sess_813444,purchase,14-03-2024 00:28,Mobile,,U.S.A,P3,300,3,900
1032,sess_872495,add_to_cart,13-02-2024 00:12,Mobile,referral,india,P3,300,3,0
1447,sess_732721,signup,23-01-2024 00:00,,organic,UK,P3,300,1,0
162,sess_920164,add_to_cart,16-02-2024 00:12,Mobile,,,P3,300,3,0
938,sess_315641,drop_off,05-03-2024 00:14,WEB,organic,India,,,,0
130,sess_354229,signup,24-02-2024 00:00,mobile,ads,,P3,300,1,0
791,sess_416788,signup,29-01-2024 00:00,web,,india,P3,300,3,0
247,sess_450692,purchase,16-02-2024 00:31,Mobile,ads,India,P2,1200,2,2400
1275,sess_822405,drop_off,19-02-2024 00:05,mobile,organic,U.S.A,,,,0
499,sess_600412,purchase,07-03-2024 00:40,mobile,referral,U.S.A,P3,300,3,900
116,sess_663576,drop_off,23-02-2024 00:13,mobile,organic,india,,,,0
1239,sess_966996,add_to_cart,16-02-2024 00:21,web,referral,India,P3,300,1,0
923,sess_193477,signup,20-03-2024 00:00,,referral,Germany,P2,1200,3,0
416,sess_561000,drop_off,25-01-2024 00:05,WEB,referral,india,,,,0
56,sess_270546,signup,09-02-2024 00:00,mobile,,USA,P2,1200,3,0
163,sess_660285,purchase,31-01-2024 00:16,mobile,referral,U.S.A,P1,-500,3,-1500
396,sess_546358,drop_off,24-02-2024 00:05,,,india,,,,0
996,sess_243664,drop_off,15-02-2024 00:14,Mobile,referral,USA,,,,0
521,sess_529970,drop_off,13-02-2024 00:05,web,ads,Germany,,,,0
804,sess_499742,signup,06-02-2024 00:00,WEB,referral,,P1,500,2,0
404,sess_912973,signup,23-01-2024 00:00,mobile,organic,india,P2,1200,1,0
613,sess_210278,drop_off,26-01-2024 00:05,mobile,organic,U.S.A,,,,0
588,sess_249440,view_product,16-01-2024 00:14,mobile,,India,,1200,1,0
208,sess_522381,drop_off,01-02-2024 00:05,,organic,USA,,,,0
526,sess_949879,view_product,20-02-2024 00:10,mobile,ads,,P3,300,2,0
768,sess_386408,drop_off,23-03-2024 00:22,,ads,india,,,,0
1062,sess_601385,add_to_cart,16-03-2024 00:10,web,organic,Germany,P2,1200,2,0
1462,sess_739177,signup,04-02-2024 00:00,Mobile,ads,UK,P3,300,2,0
862,sess_666744,view_product,10-01-2024 00:14,web,,india,P3,300,2,0
449,sess_164712,add_to_cart,22-02-2024 00:19,WEB,organic,India,P3,300,1,0
1009,sess_306528,view_product,10-02-2024 00:06,Mobile,referral,,P1,500,3,0
840,sess_908897,drop_off,12-02-2024 00:17,web,organic,U.S.A,,,,0
1431,sess_639459,signup,,WEB,referral,india,P2,-1200,2,0
117,sess_102299,purchase,08-02-2024 00:37,mobile,,india,P2,1200,3,3600
1436,sess_516449,view_product,24-01-2024 00:09,web,referral,U.S.A,P3,300,1,0
153,sess_755479,add_to_cart,01-01-2035 00:00,WEB,referral,UK,P1,500,1,0
1374,sess_613736,drop_off,26-02-2024 00:21,,referral,USA,,,,0
305,sess_228367,add_to_cart,01-01-2035 00:00,mobile,referral,india,P2,1200,2,0
1229,sess_106676,drop_off,25-02-2024 00:07,mobile,ads,Germany,,,,0
1493,sess_435404,purchase,04-03-2024 00:32,,referral,India,P3,300,3,900
1039,sess_973726,purchase,18-02-2024 00:28,Mobile,,UK,P2,1200,2,2400
1463,sess_662890,signup,08-03-2024 00:00,,,USA,P2,1200,2,0
648,sess_812673,view_product,25-02-2024 00:06,Mobile,referral,india,P1,500,1,0
71,sess_986238,add_to_cart,27-01-2024 00:14,Mobile,ads,,P2,1200,1,0
274,sess_208452,view_product,15-03-2024 00:11,WEB,ads,India,P1,500,1,0
984,sess_302637,add_to_cart,16-03-2024 00:14,web,referral,,,300,1,0
1205,sess_729871,signup,,,,India,P2,1200,2,0
340,sess_616623,view_product,20-01-2024 00:02,web,organic,india,P2,1200,1,0
441,sess_868201,purchase,01-01-2035 00:00,,,Germany,P1,500,2,1000
931,sess_239593,signup,30-03-2024 00:00,Mobile,ads,USA,P3,300,2,0
623,sess_256592,signup,19-01-2024 00:00,web,organic,U.S.A,P2,1200,3,0
162,sess_889573,signup,31-01-2024 00:00,,,,P1,500,3,0
636,sess_226389,purchase,03-03-2024 00:17,,ads,U.S.A,P3,300,1,300
76,sess_354417,drop_off,21-02-2024 00:05,,organic,U.S.A,,,,0
982,sess_348909,signup,26-01-2024 00:00,Mobile,referral,India,P1,500,1,0
735,sess_667170,purchase,,web,,USA,P1,500,2,1000
914,sess_510928,signup,15-02-2024 00:00,,,India,P3,300,3,0
534,sess_746936,purchase,17-02-2024 00:16,mobile,,,P3,300,1,300
1120,sess_699874,signup,15-03-2024 00:00,web,ads,,P2,1200,3,0
1001,sess_492848,drop_off,20-02-2024 00:05,Mobile,organic,,,,,0
1491,sess_858853,signup,,mobile,organic,U.S.A,P2,1200,1,0
1135,sess_541604,signup,01-01-2035 00:00,,referral,Germany,P2,1200,2,0
842,sess_231714,drop_off,23-02-2024 00:14,mobile,,india,,,,0
1109,sess_582464,signup,17-01-2024 00:00,WEB,referral,Germany,P1,500,1,0
