event_id,user_id,event_type,product_id,event_time
E168,U84,login,P7,2023-03-20
E169,U84,login,P3,2023-04-03
E170,U84,login,P10,2023-03-26
E171,U85,login,P8,2023-01-23
E172,U85,login,P7,2023-07-06
E173,U85,login,P0,2023-05-02
E174,U86,login,P10,2023-05-26
E175,U86,login,P8,2023-04-30
E176,U87,login,P4,2023-06-08
E177,U87,login,P8,2023-04-10
E178,U87,login,P6,2023-12-14
E179,U88,login,P8,2023-08-25
E180,U88,login,P5,2023-07-15
E181,U88,login,P9,2023-09-28
E182,U89,login,P3,2023-04-13
E183,U89,login,P10,2023-03-12
E184,U90,login,P1,2023-11-25
E185,U90,login,P8,2023-07-10
E186,U91,login,P2,2023-12-31
E187,U91,login,P9,2023-03-05
E188,U91,login,P5,2023-02-12
E189,U92,login,P5,2023-08-19
E190,U93,login,P3,2023-08-12
E191,U93,login,P2,2023-04-24
E192,U93,login,P8,2023-06-28
E193,U94,login,P7,2023-01-28
E194,U95,login,P9,2023-07-11
E195,U95,login,P4,2023-07-17
E196,U96,login,P6,2023-04-25
E197,U97,login,P6,2023-02-20
E198,U98,login,P0,2023-06-21
E199,U98,login,P3,2023-03-12
E200,U98,login,P1,2023-05-27
E201,U99,login,P3,2023-12-28
E202,U99,login,P8,2023-08-18
E203,U100,login,P1,2023-02-10
E204,U100,login,P1,2023-05-12
E205,U100,login,P4,2023-03-18
E206,U101,login,P10,2023-09-28
E207,U101,login,P7,2023-02-26
E208,U101,login,P5,2023-05-02
E209,U102,login,P2,2023-01-25
E210,U102,login,P4,2023-08-03
E211,U103,login,P10,2023-08-23
E212,U103,login,P2,2023-02-26
E213,U103,login,P8,2023-11-02
E214,U104,login,P1,2023-11-20
E215,U104,login,P9,2023-10-22
E216,U104,login,P4,2023-03-15
E217,U105,login,P7,2023-01-01
E218,U105,login,P10,2023-06-30
E219,U106,login,P10,2023-08-02
E220,U107,login,P0,2023-12-09
E221,U108,login,P9,2023-07-04
E222,U109,login,P9,2023-10-06
E223,U110,login,P9,2023-10-11
E224,U110,login,P1,2023-07-19
E225,U110,login,P8,2023-01-23
E226,U111,login,P7,2023-07-11
E227,U111,login,P5,2023-01-09
E228,U111,login,P6,2023-02-04
E229,U112,login,P4,2023-12-03
E230,U112,login,P0,2023-02-23
E231,U113,login,P6,2023-03-10
E232,U113,login,P1,2023-06-30
E233,U113,login,P9,2023-06-23
E234,U114,login,P3,2023-12-17
E235,U114,login,P8,2023-12-23
E236,U114,login,P8,2023-11-20
E237,U115,login,P3,2023-02-02
E238,U116,login,P8,2023-01-19
E239,U116,login,P5,2023-04-14
E240,U116,login,P1,2023-04-13
E241,U117,login,P6,2023-06-08
E242,U118,login,P7,2023-10-06
E243,U118,login,P8,2023-05-10
E244,U118,login,P1,2023-11-28
E245,U119,login,P5,2023-07-02
E246,U120,login,P0,2023-06-19
E247,U121,login,P2,2023-07-08
E248,U121,login,P7,2023-07-24
E249,U122,login,P8,2023-07-17
E250,U122,login,P6,2023-04-06
E251,U122,login,P8,2023-12-21
E252,U123,login,P6,2023-09-23
E253,U123,login,P5,2023-02-12
E254,U124,login,P7,2023-02-10
E255,U124,login,P7,2023-11-05
E256,U124,login,P3,2023-10-07
E257,U125,login,P6,2023-02-22
E258,U125,login,P2,2023-06-17
E259,U126,login,P5,2023-06-06
E260,U126,login,P8,2023-11-05
E261,U126,login,P7,2023-03-27
E262,U127,login,P8,2023-06-29
E263,U127,login,P8,2023-01-22
E264,U127,login,P6,2023-11-11
E265,U128,login,P5,2023-11-24
E266,U128,login,P1,2023-02-08
E267,U129,login,P0,2023-07-27
E268,U129,login,P6,2023-09-20
E269,U129,login,P0,2023-03-23
E270,U130,login,P3,2023-11-08
E271,U131,login,P8,2023-01-18
E272,U131,login,P3,2023-02-04
E273,U131,login,P4,2023-11-27
E274,U132,login,P6,2023-07-16
E275,U132,login,P10,2023-01-17
E276,U133,login,P3,2023-12-14
E277,U133,login,P8,2023-07-09
E278,U133,login,P6,2023-08-16
E279,U134,login,P10,2023-03-12
E280,U135,login,P6,2023-07-23
E281,U135,login,P6,2023-11-29
E282,U135,login,P5,2023-05-08
E283,U136,login,P1,2023-04-06
E284,U137,login,P9,2023-07-18
E285,U137,login,P9,2023-03-02
E286,U138,login,P5,2023-12-27
E287,U138,login,P8,2023-04-20
E288,U139,login,P5,2023-12-22
E289,U139,login,P8,2023-04-13
E290,U139,login,P2,2023-03-11
E291,U140,login,P8,2023-03-30
E292,U141,login,P8,2023-02-14
E293,U141,login,P0,2023-06-13
E294,U141,login,P0,2023-06-27
E295,U142,login,P2,2023-10-09
E296,U142,login,P9,2023-05-29
E297,U142,login,P5,2023-03-22
E298,U143,login,P0,2023-03-31
E299,U143,login,P6,2023-09-18
E300,U143,login,P4,2023-03-04
E301,U144,login,P3,2023-05-02
E302,U145,login,P1,2023-07-04
E303,U145,login,P9,2023-10-21
E304,U146,login,P8,2023-10-10
E305,U146,login,P3,2023-11-10
E306,U147,login,P2,2023-06-08
E307,U148,login,P8,2023-09-27
E308,U148,login,P7,2023-07-29
E309,U149,login,P2,2023-03-06
E310,U149,login,P6,2023-11-25
E311,U149,login,P2,2023-08-19
E312,U150,login,P0,2023-09-22
E313,U150,login,P6,2023-03-07
E314,U151,login,P0,2023-10-28
E315,U151,login,P3,2023-03-08
E316,U151,login,P7,2023-09-15
E317,U152,login,P2,2023-09-23
E318,U153,login,P5,2023-03-26
E319,U154,login,P6,2023-12-30
E320,U155,login,P6,2023-09-23
E321,U156,login,P2,2023-05-09
E322,U156,login,P4,2023-11-22
E323,U157,login,P5,2023-03-06
E324,U157,login,P0,2023-06-05
E325,U157,login,P10,2023-10-01
E326,U158,login,P9,2023-11-25
E327,U159,login,P10,2023-10-25
E328,U160,login,P3,2023-12-04
E329,U161,login,P10,2023-06-22
E330,U161,login,P10,2023-01-22
E331,U161,login,P1,2023-02-11
E332,U162,login,P0,2023-10-23
E333,U163,login,P0,2023-04-18
E334,U163,login,P10,2023-08-02
E335,U164,login,P0,2023-01-16
E336,U164,login,P8,2023-11-18
E337,U164,login,P9,2023-05-29
E338,U165,login,P5,2023-09-05
E339,U165,login,P4,2023-12-17
E340,U165,login,P7,2023-06-02
E341,U166,login,P2,2023-12-19
E342,U166,login,P1,2023-03-22
E343,U167,login,P7,2023-09-05
E344,U167,login,P8,2023-04-15
E345,U168,login,P10,2023-03-15
E346,U168,login,P6,2023-06-13
E347,U169,login,P6,2023-07-24
E348,U169,login,P3,2023-07-09
E349,U169,login,P9,2023-10-15
E350,U170,login,P6,2023-05-04
E351,U171,login,P2,2023-05-17
E352,U171,login,P8,2023-05-07
E353,U172,login,P2,2023-01-26
E354,U173,login,P7,2023-11-12
E355,U173,login,P7,2023-05-08
E356,U174,login,P6,2023-10-23
E357,U175,login,P6,2023-04-08
E358,U175,login,P3,2023-09-13
E359,U175,login,P9,2023-08-28
E360,U176,login,P5,2023-09-12
E361,U176,login,P1,2023-02-16
E362,U177,login,P9,2023-08-23
E363,U177,login,P4,2023-04-21
E364,U178,login,P6,2023-01-25
E365,U178,login,P1,2023-05-25
E366,U178,login,P8,2023-11-02
E367,U179,login,P0,2023-08-29
E368,U179,login,P5,2023-10-02
E369,U179,login,P1,2023-02-25
E370,U180,login,P3,2023-05-16
E371,U180,login,P6,2023-07-26
E372,U181,login,P1,2023-07-25
E373,U181,login,P1,2023-10-19
E374,U182,login,P4,2023-07-05
E375,U182,login,P9,2023-05-28
E376,U182,login,P2,2023-07-17
E377,U183,login,P8,2023-10-09
E378,U183,login,P5,2023-11-16
E379,U183,login,P0,2023-11-09
E380,U184,login,P3,2023-02-19
E381,U185,login,P6,2023-06-23
E382,U185,login,P9,2023-07-07
E383,U186,login,P4,2023-11-05
E384,U187,login,P7,2023-09-14
E385,U187,login,P1,2023-01-24
E386,U187,login,P1,2023-03-12
E387,U188,login,P6,2023-08-31
E388,U188,login,P9,2023-08-22
E389,U188,login,P3,2023-11-07
E390,U189,login,P3,2023-06-17
E391,U189,login,P10,2023-06-13
E392,U189,login,P3,2023-07-21
E393,U190,login,P5,2023-10-31
E394,U190,login,P6,2023-09-17
E395,U190,login,P9,2023-09-30
E396,U191,login,P10,2023-06-03
E397,U191,login,P8,2023-01-09
E398,U192,login,P6,2023-12-11
E399,U192,login,P2,2023-08-02
E400,U193,login,P5,2023-12-19
E401,U193,login,P0,2023-01-14
E402,U193,login,P10,2023-08-31
E403,U194,login,P0,2023-10-24
E404,U194,login,P10,2023-04-27
E405,U195,login,P1,2023-10-26
E406,U195,login,P8,2023-03-29
E407,U195,login,P9,2023-11-19
E408,U196,login,P10,2023-07-14
E409,U196,login,P3,2023-12-15
E410,U196,login,P4,2023-01-17
E411,U197,login,P2,2023-04-08
E412,U197,login,P1,2023-08-14
E413,U197,login,P6,2023-08-03
E414,U198,login,P7,2023-12-20
E415,U199,login,P7,2023-09-14
E416,U200,login,P8,2023-02-01
E417,U200,login,P3,2023-09-23
E418,U200,login,P4,2023-10-15
E419,U201,login,P0,2023-09-02
E420,U201,login,P9,2023-07-12
E421,U202,login,P3,2023-08-24
E422,U202,login,P9,2023-06-25
E423,U203,login,P6,2023-12-13
E424,U203,login,P0,2023-11-26
E425,U203,login,P5,2023-11-09
E426,U204,login,P4,2023-05-07
E427,U204,login,P5,2023-10-13
E428,U205,login,P4,2023-06-02
E429,U205,login,P5,2023-12-27
E430,U206,login,P8,2023-06-12
E431,U207,login,P6,2023-10-14
E432,U207,login,P5,2023-05-28
E433,U208,login,P10,2023-12-13
E434,U209,login,P7,2023-07-22
E435,U209,login,P6,2023-03-16
E436,U209,login,P5,2023-01-22
E437,U210,login,P2,2023-06-27
E438,U210,login,P8,2023-12-02
E439,U211,login,P8,2023-04-20
E440,U211,login,P4,2023-10-03
E441,U212,login,P9,2023-12-23
E442,U212,login,P5,2023-03-12
E443,U213,login,P10,2023-10-28
E444,U214,login,P4,2023-01-26
E445,U215,login,P9,2023-04-26
E446,U215,login,P0,2023-04-30
E447,U215,login,P1,2023-02-21
E448,U216,login,P6,2023-08-30
E449,U216,login,P2,2023-12-15
E450,U217,login,P1,2023-10-09
E451,U218,login,P7,2023-12-01
E452,U219,login,P8,2023-11-30
E453,U219,login,P4,2023-05-28
E454,U220,login,P5,2023-11-27
E455,U220,login,P1,2023-02-15
E456,U221,login,P10,2023-04-29
E457,U221,login,P9,2023-01-20
E458,U221,login,P3,2023-08-02
E459,U222,login,P1,2023-07-23
E460,U223,login,P3,2023-05-29
E461,U223,login,P1,2023-01-05
E462,U224,login,P10,2023-11-05
E463,U224,login,P2,2023-06-21
E464,U225,login,P8,2023-11-25
E465,U225,login,P9,2023-09-26
E466,U226,login,P3,2023-09-16
E467,U226,login,P8,2023-05-20
E468,U227,login,P2,2023-06-19
E469,U228,login,P8,2023-11-28
E470,U229,login,P3,2023-01-08
E471,U229,login,P6,2023-06-01
E472,U230,login,P0,2023-04-09
E473,U230,login,P3,2023-11-09
E474,U230,login,P0,2023-07-27
E475,U231,login,P9,2023-06-17
E476,U231,login,P2,2023-07-25
E477,U232,login,P2,2023-04-05
E478,U232,login,P3,2023-09-02
E479,U232,login,P6,2023-05-08
E480,U233,login,P5,2023-07-16
E481,U234,login,P8,2023-05-17
E482,U235,login,P5,2023-10-26
E483,U235,login,P10,2023-01-06
E484,U236,login,P0,2023-07-04
E485,U236,login,P4,2023-02-01
E486,U237,login,P2,2023-08-27
E487,U237,login,P5,2023-03-23
E488,U237,login,P7,2023-12-18
E489,U238,login,P5,2023-12-20
E490,U238,login,P2,2023-11-24
E491,U238,login,P5,2023-07-08
E492,U239,login,P4,2023-04-23
E493,U239,login,P3,2023-09-02
E494,U239,login,P3,2023-08-21
E495,U240,login,P10,2023-07-11
E496,U240,login,P7,2023-12-26
E497,U240,login,P9,2023-08-30
E498,U241,login,P0,2023-04-22
E499,U241,login,P4,2023-12-15
E500,U241,login,P10,2023-02-11
E501,U242,login,P8,2023-09-28
E502,U242,login,P6,2023-02-09
E503,U242,login,P10,2023-02-27
E504,U243,login,P9,2023-09-16
E505,U244,login,P10,2023-10-02
E506,U245,login,P3,2023-06-17
E507,U246,login,P8,2023-03-01
E508,U246,login,P0,2023-04-16
E509,U246,login,P10,2023-09-08
E510,U247,login,P9,2023-08-17
E511,U248,login,P8,2023-03-09
E512,U249,login,P7,2023-08-22
E513,U249,login,P10,2023-01-30
E514,U249,login,P9,2023-08-25
E515,U250,login,P5,2023-01-12
E516,U250,login,P7,2023-05-11
E517,U250,login,P1,2023-04-22
E518,U251,login,P2,2023-01-24
E519,U251,login,P7,2023-06-26
E520,U251,login,P2,2023-10-05
E521,U252,login,P2,2023-08-30
E522,U253,login,P5,2023-07-29
E523,U254,login,P3,2023-11-25
E524,U255,login,P0,2023-08-04
E525,U255,login,P6,2023-07-15
E526,U255,login,P8,2023-07-13
E527,U256,login,P2,2023-12-16
E528,U256,login,P0,2023-10-04
E529,U257,login,P0,2023-06-28
E530,U258,login,P3,2023-10-03
E531,U259,login,P9,2023-03-07
E532,U259,login,P4,2023-01-02
E533,U260,login,P5,2023-08-26
E534,U261,login,P9,2023-08-06
E535,U261,login,P9,2023-07-14
E536,U261,login,P4,2023-05-07
E537,U262,login,P6,2023-03-21
E538,U262,login,P5,2023-04-07
E539,U263,login,P2,2023-01-17
E540,U263,login,P0,2023-08-03
E541,U263,login,P10,2023-01-09
E542,U264,login,P4,2023-02-04
E543,U265,login,P10,2023-01-18
E544,U266,login,P10,2023-12-11
E545,U266,login,P1,2023-05-06
E546,U267,login,P1,2023-07-25
E547,U267,login,P8,2023-04-30
E548,U267,login,P9,2023-04-22
E549,U268,login,P3,2023-09-15
E550,U269,login,P4,2023-10-22
E551,U269,login,P6,2023-10-23
E552,U270,login,P0,2023-06-14
E553,U270,login,P4,2023-06-04
E554,U270,login,P3,2023-12-05
E555,U271,login,P4,2023-07-31
E556,U271,login,P5,2023-05-21
E557,U271,login,P1,2023-10-13
E558,U272,login,P3,2023-11-17
E559,U272,login,P0,2023-08-07
E560,U272,login,P9,2023-09-11
E561,U273,login,P6,2023-11-26
E562,U274,login,P7,2023-09-26
E563,U274,login,P6,2023-12-23
E564,U274,login,P7,2023-07-29
E565,U275,login,P5,2023-07-12
E566,U276,login,P9,2023-08-31
E567,U277,login,P4,2023-06-03
E568,U278,login,P3,2023-08-26
E569,U278,login,P1,2023-10-15
E570,U278,login,P7,2023-08-02
E571,U279,login,P9,2023-03-10
E572,U279,login,P7,2023-05-05
E573,U279,login,P5,2023-04-15
E574,U280,login,P0,2023-02-10
E575,U280,login,P8,2023-07-09
E576,U281,login,P9,2023-04-08
E577,U282,login,P5,2023-07-13
E578,U283,login,P10,2023-11-05
E579,U283,login,P1,2023-02-07
E580,U283,login,P4,2023-10-28
E581,U284,login,P0,2023-10-14
E582,U284,login,P4,2023-09-03
E583,U284,login,P4,2023-06-20
E584,U285,login,P1,2023-04-19
E585,U285,login,P4,2023-03-02
E586,U286,login,P8,2023-05-05
E587,U286,login,P10,2023-12-27
E588,U286,login,P4,2023-07-23
E589,U287,login,P9,2023-06-14
E590,U288,login,P7,2023-08-27
E591,U288,login,P9,2023-11-29
E592,U289,login,P5,2023-05-14
E593,U289,login,P6,2023-09-20
E594,U290,login,P8,2023-02-20
E595,U290,login,P8,2023-06-13
E596,U291,login,P6,2023-06-10
E597,U292,login,P1,2023-10-16
E598,U292,login,P4,2023-03-16
E599,U293,login,P5,2023-10-11
E600,U294,login,P10,2023-08-02
E601,U294,login,P5,2023-03-20
E602,U294,login,P4,2023-06-18
E603,U295,login,P7,2023-10-19
E604,U296,login,P8,2023-10-09
E605,U297,login,P0,2023-06-22
E606,U297,login,P5,2023-09-08
E607,U297,login,P0,2023-09-09
E608,U298,login,P3,2023-06-30
E609,U298,login,P3,2023-03-13
E610,U299,login,P9,2023-09-08
E611,U299,login,P3,2023-10-05
E612,U299,login,P0,2023-01-31
E613,U300,login,P1,2023-02-08
E614,U300,login,P0,2023-01-25
E615,U300,login,P1,2023-07-31
E616,U301,login,P0,2023-04-29
E617,U302,login,P3,2023-01-05
E618,U303,login,P9,2023-08-22
E619,U304,login,P1,2023-11-13
E620,U304,login,P0,2023-12-08
E621,U305,login,P8,2023-12-04
E622,U305,login,P8,2023-01-09
E623,U305,login,P1,2023-09-30
E624,U306,login,P7,2023-01-07
E625,U306,login,P1,2023-09-29
E626,U306,login,P5,2023-10-02
E627,U307,login,P1,2023-09-15
E628,U307,login,P0,2023-08-09
E629,U308,login,P2,2023-02-19
E630,U309,login,P3,2023-05-04
E631,U309,login,P4,2023-11-14
E632,U309,login,P9,2023-05-10
E633,U310,login,P5,2023-07-23
E634,U310,login,P2,2023-07-11
E635,U311,login,P8,2023-10-17
E636,U311,login,P4,2023-12-23
E637,U312,login,P5,2023-12-17
E638,U313,login,P0,2023-11-29
E639,U314,login,P2,2023-07-27
E640,U315,login,P7,2023-10-10
E641,U315,login,P8,2023-01-29
E642,U316,login,P1,2023-12-26
E643,U316,login,P3,2023-02-12
E644,U316,login,P8,2023-08-11
E645,U317,login,P6,2023-10-17
E646,U317,login,P2,2023-09-28
E647,U317,login,P1,2023-04-28
E648,U318,login,P10,2023-09-01
E649,U319,login,P1,2023-02-08
E650,U319,login,P0,2023-05-24
E651,U320,login,P10,2023-12-03
E652,U320,login,P1,2023-04-02
E653,U320,login,P6,2023-01-09
E654,U321,login,P10,2023-03-15
E655,U322,login,P7,2023-02-09
E656,U322,login,P5,2023-03-25
E657,U322,login,P10,2023-05-04
E658,U323,login,P7,2023-12-13
E659,U323,login,P9,2023-06-19
E660,U323,login,P7,2023-03-13
E661,U324,login,P2,2023-09-14
E662,U324,login,P6,2023-01-28
E663,U324,login,P2,2023-08-12
E664,U325,login,P2,2023-06-24
E665,U326,login,P10,2023-11-01
E666,U326,login,P7,2023-06-17
E667,U326,login,P1,2023-11-21
E668,U327,login,P8,2023-09-09
E669,U327,login,P4,2023-07-02
E670,U328,login,P7,2023-08-10
E671,U328,login,P3,2023-12-15
E672,U328,login,P10,2023-12-05
E673,U329,login,P2,2023-11-13
E674,U329,login,P5,2023-05-07
E675,U330,login,P2,2023-02-12
E676,U330,login,P5,2023-03-20
E677,U330,login,P7,2023-12-31
E678,U331,login,P3,2023-07-19
E679,U331,login,P6,2023-07-04
E680,U331,login,P2,2023-02-16
E681,U332,login,P5,2023-08-16
E682,U333,login,P5,2023-02-22
E683,U333,login,P3,2023-02-14
E684,U334,login,P7,2023-08-18
E685,U335,login,P9,2023-09-20
E686,U335,login,P7,2023-02-22
E687,U335,login,P1,2023-02-15
E688,U336,login,P9,2023-02-17
E689,U336,login,P10,2023-11-03
E690,U337,login,P7,2023-01-07
E691,U337,login,P5,2023-07-31
E692,U338,login,P2,2023-10-14
E693,U338,login,P4,2023-10-20
E694,U339,login,P3,2023-12-17
E695,U339,login,P7,2023-03-28
E696,U339,login,P3,2023-05-18
E697,U340,login,P5,2023-09-10
E698,U340,login,P3,2023-02-02
E699,U341,login,P7,2023-05-22
E700,U342,login,P5,2023-09-05
E701,U342,login,P2,2023-07-04
E702,U343,login,P4,2023-11-17
E703,U343,login,P8,2023-11-01
E704,U344,login,P4,2023-08-23
E705,U344,login,P2,2023-03-11
E706,U344,login,P5,2023-01-04
E707,U345,login,P6,2023-11-14
E708,U345,login,P7,2023-06-18
E709,U346,login,P6,2023-08-09
E710,U346,login,P0,2023-11-01
E711,U347,login,P5,2023-06-14
E712,U348,login,P4,2023-09-03
E713,U348,login,P6,2023-04-01
E714,U348,login,P7,2023-06-13
E715,U349,login,P0,2023-09-09
E716,U349,login,P10,2023-05-05
E717,U350,login,P7,2023-05-24
E718,U350,login,P7,2023-07-06
E719,U351,login,P10,2023-04-13
E720,U352,login,P9,2023-04-03
E721,U352,login,P0,2023-10-09
E722,U352,login,P1,2023-08-25
E723,U353,login,P4,2023-08-13
E724,U353,login,P5,2023-12-21
E725,U353,login,P2,2023-07-29
E726,U354,login,P8,2023-03-13
E727,U354,login,P0,2023-06-05
E728,U354,login,P4,2023-05-10
E729,U355,login,P3,2023-08-05
E730,U355,login,P7,2023-02-07
E731,U355,login,P8,2023-11-03
E732,U356,login,P10,2023-07-25
E733,U356,login,P9,2023-09-17
E734,U357,login,P7,2023-10-06
E735,U357,login,P1,2023-07-04
E736,U357,login,P9,2023-11-01
E737,U358,login,P2,2023-02-25
E738,U358,login,P4,2023-12-03
E739,U358,login,P0,2023-07-01
E740,U359,login,P0,2023-11-10
E741,U360,login,P10,2023-11-27
E742,U361,login,P0,2023-07-24
E743,U361,login,P6,2023-08-09
E744,U361,login,P2,2023-01-06
E745,U362,login,P5,2023-04-24
E746,U363,login,P9,2023-10-13
E747,U363,login,P10,2023-12-19
E748,U363,login,P10,2023-04-24
E749,U364,login,P6,2023-07-20
E750,U364,login,P8,2023-12-14
E751,U365,login,P9,2023-03-19
E752,U365,login,P6,2023-01-13
E753,U365,login,P8,2023-02-23
E754,U366,login,P7,2023-02-13
E755,U366,login,P2,2023-03-14
E756,U367,login,P5,2023-06-25
E757,U367,login,P8,2023-04-16
E758,U368,login,P8,2023-06-28
E759,U368,login,P8,2023-02-19
E760,U368,login,P8,2023-12-23
E761,U369,login,P6,2023-02-04
E762,U369,login,P5,2023-01-23
E763,U370,login,P2,2023-01-12
E764,U370,login,P6,2023-11-28
E765,U370,login,P2,2023-12-13
E766,U371,login,P4,2023-09-22
E767,U372,login,P9,2023-03-23
E768,U373,login,P9,2023-08-07
E769,U373,login,P8,2023-04-29
E770,U374,login,P0,2023-04-05
E771,U374,login,P3,2023-11-24
E772,U375,login,P7,2023-07-22
E773,U375,login,P1,2023-11-11
E774,U375,login,P4,2023-08-19
E775,U376,login,P7,2023-07-19
