event_id,user_id,event_type,product_id,event_time
E88,U561,add_to_cart,P3,2023-10-13
E89,U481,view,P4,2023-08-19
E90,U382,click,P9,2023-09-02
E91,U590,login,P9,2023-01-11
E92,U617,login,P5,2023-10-18
E93,U169,add_to_cart,P9,2023-01-14
E94,U217,view,P6,2023-04-30
E95,U378,purchase,P8,2023-05-12
E96,U119,view,unknown,2023-12-14
E97,U190,login,P8,2023-04-17
E98,U767,add_to_cart,P10,2023-10-06
E99,U370,click,P7,2023-12-20
E100,U778,view,P4,2023-04-13
E101,U149,login,P4,2023-07-28
E102,U676,purchase,P6,2023-05-23
E103,U652,add_to_cart,P9,2023-01-29
E104,U488,click,P7,2023-02-03
E105,U770,view,P5,2023-02-19
E106,U374,purchase,P5,2023-01-19
E107,U781,click,P8,2023-06-21
E108,U693,login,P6,2023-12-14
E109,U160,login,P1,2023-06-14
E110,U351,purchase,P1,2023-09-14
E111,U288,login,P9,2023-04-17
E112,U288,add_to_cart,P8,2023-11-12
E113,U226,purchase,P6,2023-09-20
E114,U523,login,P1,2023-05-07
E115,U522,view,P2,2023-10-08
E116,U783,login,P10,2023-06-08
E117,U273,add_to_cart,P3,2023-01-13
E118,U402,click,P10,2023-08-12
E119,U183,click,P3,2023-06-15
E120,U665,login,P2,2023-04-03
E121,U488,click,P2,2023-02-12
E122,U124,login,P6,2023-04-24
E123,U626,add_to_cart,P7,2023-04-28
E124,U790,click,P4,2023-11-03
E125,U414,view,P1,2023-12-20
E126,U725,login,P6,2023-05-05
E127,U172,click,P7,2023-11-16
E128,U288,add_to_cart,P4,2023-03-14
E129,U435,add_to_cart,P6,2023-11-02
E130,U686,view,P9,2023-07-31
E131,U113,add_to_cart,P4,2023-08-24
E132,U122,add_to_cart,P10,2023-07-23
E133,U544,click,P4,2023-12-09
E134,U222,login,P10,2023-09-07
E135,U631,purchase,P5,2023-07-16
E136,U39,add_to_cart,P3,2023-12-29
E137,U497,add_to_cart,P10,2023-02-17
E138,U780,purchase,P2,2023-02-06
E139,U233,add_to_cart,P9,2023-03-14
E140,U530,click,P1,2023-01-24
E141,U149,click,P5,2023-12-31
E142,U397,purchase,P5,2023-12-16
E143,U661,add_to_cart,P8,2023-10-11
E144,U638,add_to_cart,P6,2023-12-09
E145,U302,login,P6,2023-01-18
E146,U360,add_to_cart,P6,2023-06-28
E147,U238,click,P4,2023-11-25
E148,U647,view,P1,2023-04-24
E149,U663,view,P3,2023-09-21
E150,U236,view,P10,2023-11-29
E151,U736,view,unknown,2023-03-06
E152,U203,add_to_cart,P6,2023-03-15
E153,U256,add_to_cart,P5,2023-03-25
E154,U598,login,P10,2023-04-02
E155,U662,add_to_cart,P1,2023-12-21
E156,U235,view,P5,2023-12-24
E157,U345,purchase,P2,2023-03-28
E158,U534,purchase,P1,2023-08-03
E159,U797,click,P4,2023-09-30
E160,U781,click,P6,2023-10-18
E161,U466,add_to_cart,P7,2023-03-25
E162,U770,purchase,P9,2023-07-08
E163,U541,view,P5,2023-11-02
E164,U213,view,P8,2023-01-20
E165,U463,view,P8,2023-05-30
E166,U436,add_to_cart,unknown,2023-11-10
E167,U283,add_to_cart,P9,2023-05-27
E168,U562,login,P3,2023-11-20
E169,U607,view,P3,2023-01-25
E170,U463,view,P9,2023-10-29
E171,U407,add_to_cart,P7,2023-08-11
E172,U88,add_to_cart,P4,2023-07-28
E173,U44,login,P1,2023-06-15
E174,U461,login,P7,2023-11-25
E175,U278,click,P10,2023-01-08
E176,U683,purchase,P6,2023-09-26
E177,U421,view,P3,2023-04-21
E178,U701,view,P5,2023-08-21
E179,U353,login,P3,2023-02-24
E180,U696,login,P8,2023-11-10
E181,U515,click,P5,2023-09-26
E182,U703,purchase,P10,2023-12-26
E183,U630,click,P10,2023-05-28
E184,U19,purchase,P6,2023-04-11
E185,U23,view,P2,2023-12-02
E186,U413,click,P8,2023-09-25
E187,U30,login,P9,2023-10-14
E188,U611,click,P3,2023-05-25
E189,U108,click,P6,2023-05-11
E190,U367,view,P6,2023-07-16
E191,U281,login,P2,2023-04-30
E192,U128,login,P10,2023-09-27
E193,U229,add_to_cart,P8,2023-09-10
E194,U111,add_to_cart,P5,2023-03-16
E195,U136,add_to_cart,unknown,2023-06-11
E196,U362,view,unknown,2023-12-20
E197,U186,click,P8,2024-01-01
E198,U656,login,P8,2023-09-15
E199,U584,login,P3,2023-08-01
E200,U129,click,P5,2023-06-15
E201,U261,login,P7,2023-03-31
E202,U515,click,P5,2023-04-01
E203,U449,view,P6,2023-03-11
E204,U104,view,P2,2023-08-12
E205,U483,view,P8,2023-02-12
E206,U224,click,P5,2023-06-30
E207,U491,click,P6,2023-06-23
E208,U473,purchase,P1,2023-03-01
E209,U10,login,P10,2023-03-30
E210,U405,login,P2,2023-07-25
E211,U302,purchase,unknown,2023-07-24
E212,U231,purchase,P4,2023-02-27
E213,U731,view,unknown,2023-04-18
E214,U66,purchase,P9,2023-08-20
E215,U112,click,P6,2023-05-20
E216,U13,add_to_cart,P8,2023-03-02
E217,U393,click,unknown,2023-02-25
E218,U500,purchase,P10,2023-03-30
E219,U598,login,P5,2023-05-28
E220,U234,click,P1,2023-08-26
E221,U602,login,P4,2023-09-09
E222,U314,click,P10,2023-06-20
E223,U566,login,P1,2023-10-19
E224,U12,click,unknown,2023-07-24
E225,U209,login,unknown,2023-04-06
E226,U14,add_to_cart,P9,2023-10-27
E227,U633,view,P2,2023-06-15
E228,U418,click,P7,2023-08-15
E229,U437,add_to_cart,P3,2023-04-13
E230,U377,view,P2,2023-01-20
E231,U20,click,P4,2023-06-01
E232,U587,add_to_cart,P7,2023-07-26
E233,U755,add_to_cart,P7,2023-04-05
E234,U735,add_to_cart,P9,2023-06-22
E235,U70,purchase,P3,2023-05-23
E236,U211,login,P7,2023-08-06
E237,U101,view,P6,2023-02-15
E238,U698,login,P10,2023-08-27
E239,U132,login,P7,2023-08-10
E240,U623,login,P7,2023-10-15
E241,U381,add_to_cart,P10,2023-08-09
E242,U132,login,P5,2023-09-08
E243,U20,purchase,P9,2023-11-18
E244,U536,click,P7,2023-07-24
E245,U227,add_to_cart,P7,2023-11-07
E246,U154,view,P3,2023-01-12
E247,U205,click,P1,2023-11-08
E248,U742,click,P5,2023-08-11
E249,U469,click,P8,2023-03-05
E250,U405,login,P5,2023-06-30
E251,U202,login,P10,2023-09-17
E252,U38,add_to_cart,P3,2023-04-18
E253,U772,login,P9,2023-08-01
E254,U188,login,P2,2023-12-08
E255,U57,login,P3,2023-07-21
E256,U20,add_to_cart,P4,2023-09-18
E257,U273,add_to_cart,P10,2023-04-11
E258,U119,purchase,P1,2023-04-10
E259,U583,purchase,unknown,2023-05-14
E260,U516,purchase,P4,2023-02-12
E261,U221,purchase,P4,2023-07-06
E262,U526,click,P9,2023-11-11
E263,U515,click,P8,2023-06-28
E264,U728,purchase,P2,2023-09-22
E265,U741,purchase,P7,2023-06-11
E266,U336,view,P6,2023-11-24
E267,U698,click,P7,2023-02-16
E268,U55,view,unknown,2023-10-01
E269,U500,view,P4,2023-07-06
E270,U766,login,P5,2023-12-02
E271,U536,add_to_cart,P6,2023-02-20
E272,U162,click,P9,2023-06-04
E273,U670,purchase,P2,2023-07-12
E274,U594,purchase,unknown,2023-08-23
E275,U159,add_to_cart,P9,2023-01-02
E276,U188,click,P10,2023-11-08
E277,U60,purchase,P1,2023-04-13
E278,U57,purchase,P4,2023-03-27
E279,U319,login,P5,2023-12-12
E280,U211,view,P9,2023-10-15
E281,U406,purchase,P6,2023-06-06
E282,U664,click,P4,2023-05-28
E283,U109,add_to_cart,P2,2023-09-25
E284,U76,login,P5,2023-10-30
E285,U542,click,P8,2023-12-01
E286,U314,login,P8,2023-09-03
E287,U117,view,P6,2023-11-18
E288,U704,purchase,unknown,2023-10-13
E289,U19,click,P1,2023-12-02
E290,U432,add_to_cart,P8,2023-01-07
E291,U685,view,P4,2023-06-19
E292,U740,view,P2,2023-12-28
E293,U350,login,P1,2023-01-03
E294,U183,view,P7,2023-07-09
E295,U113,click,P2,2023-03-08
E296,U183,login,P4,2023-01-02
E297,U481,view,P4,2023-05-11
E298,U146,add_to_cart,P10,2023-01-25
E299,U628,click,P1,2023-02-10
E300,U113,add_to_cart,P2,2023-05-26
E301,U763,add_to_cart,P1,2023-08-17
E302,U476,login,P6,2023-11-21
E303,U763,purchase,P3,2023-05-29
E304,U303,login,P1,2023-07-20
E305,U118,click,P8,2023-01-31
E306,U477,click,P4,2023-12-22
E307,U161,login,P10,2023-04-18
E308,U401,purchase,P7,2023-08-11
E309,U198,login,P10,2023-06-30
E310,U260,click,P2,2023-10-02
E311,U660,purchase,P6,2023-08-31
E312,U752,click,P6,2023-12-09
E313,U47,purchase,P7,2023-09-22
E314,U399,purchase,P1,2023-02-02
E315,U710,login,P1,2023-12-20
E316,U559,login,P2,2023-09-06
E317,U78,login,unknown,2023-04-17
E318,U124,purchase,P2,2023-12-05
E319,U75,purchase,P5,2023-08-15
E320,U137,click,P1,2023-12-20
E321,U602,add_to_cart,unknown,2023-07-02
E322,U400,login,P2,2023-04-04
E323,U505,click,P6,2023-09-13
E324,U500,click,P3,2023-08-10
E325,U573,view,P4,2023-08-02
E326,U138,login,P1,2023-12-04
E327,U50,click,P5,2023-12-03
E328,U771,view,P4,2023-05-06
E329,U619,login,P8,2023-08-22
E330,U625,purchase,P3,2023-09-04
E331,U254,view,P10,2023-02-20
E332,U630,purchase,P1,2023-04-18
E333,U710,add_to_cart,P10,2023-06-12
E334,U563,add_to_cart,P5,2023-12-01
E335,U757,add_to_cart,P1,2023-02-27
E336,U426,add_to_cart,unknown,2023-08-03
E337,U547,click,P5,2023-08-14
E338,U302,add_to_cart,P9,2023-04-14
E339,U581,click,P5,2023-11-14
E340,U349,click,P2,2023-07-02
E341,U49,login,P2,2023-11-27
E342,U74,click,P10,2023-01-24
E343,U704,click,P9,2023-09-11
E344,U261,add_to_cart,unknown,2023-01-19
E345,U356,click,unknown,2023-09-19
E346,U582,purchase,P8,2023-03-14
E347,U602,add_to_cart,P10,2023-04-01
E348,U260,view,P4,2023-06-06
E349,U638,add_to_cart,P2,2023-05-28
E350,U743,click,P4,2023-11-16
E351,U295,purchase,unknown,2023-06-27
E352,U641,add_to_cart,P4,2023-08-05
E353,U792,purchase,unknown,2023-06-26
E354,U313,view,P9,2023-09-25
E355,U612,view,P10,2023-08-25
E356,U671,login,unknown,2023-12-08
E357,U182,login,P6,2023-07-03
E358,U686,add_to_cart,P10,2023-05-25
E359,U364,login,P6,2023-03-07
E360,U188,purchase,P5,2023-08-25
E361,U569,login,P6,2023-03-02
E362,U543,purchase,P1,2023-07-09
E363,U596,login,P5,2023-05-17
E364,U664,login,P6,2023-03-17
E365,U548,login,P8,2023-04-13
E366,U725,click,P4,2023-01-06
E367,U408,click,P5,2023-01-01
E368,U618,login,P4,2023-09-06
E369,U414,purchase,P7,2023-09-01
E370,U342,add_to_cart,P10,2023-11-22
E371,U220,view,P6,2023-11-13
E372,U163,click,P4,2023-12-21
E373,U220,login,P6,2023-11-29
E374,U270,view,P4,2023-09-21
E375,U632,click,P8,2023-06-17
E376,U400,add_to_cart,unknown,2023-08-06
E377,U182,purchase,P3,2023-07-05
E378,U618,login,P8,2023-12-22
E379,U729,add_to_cart,P2,2023-07-25
E380,U205,click,P6,2023-08-11
E381,U582,login,P8,2023-07-18
E382,U556,view,unknown,2023-03-19
E383,U477,purchase,P6,2023-10-05
E384,U228,click,P9,2023-06-06
E385,U696,purchase,P10,2023-03-07
E386,U619,login,P10,2023-02-10
E387,U596,add_to_cart,P2,2023-02-17
E388,U250,purchase,unknown,2023-08-12
E389,U441,view,P1,2023-05-02
E390,U533,click,P2,2023-03-03
E391,U196,view,P5,2023-12-07
E392,U690,purchase,P6,2023-11-01
E393,U519,add_to_cart,P1,2023-11-28
E394,U70,add_to_cart,P7,2023-03-24
E395,U639,view,unknown,2023-04-23
E396,U399,login,P4,2023-09-22
E397,U672,login,P9,2023-12-27
E398,U760,add_to_cart,P6,2023-03-07
E399,U203,view,P9,2023-09-11
E400,U148,view,P1,2023-11-07
E401,U472,view,P4,2023-06-21
E402,U655,purchase,P2,2023-11-30
E403,U199,login,P6,2023-03-05
E404,U426,login,P4,2023-04-16
E405,U666,purchase,P9,2023-04-17
E406,U492,click,P3,2023-10-19
E407,U142,purchase,unknown,2023-10-22
E408,U313,view,unknown,2023-08-25
E409,U165,purchase,unknown,2023-10-04
E410,U314,view,P1,2023-05-09
E411,U21,add_to_cart,P9,2023-12-19
E412,U82,view,P9,2023-02-24
E413,U581,login,P5,2023-05-11
E414,U131,purchase,P2,2023-06-15
E415,U599,view,P9,2023-01-16
E416,U730,click,P8,2023-05-02
E417,U305,add_to_cart,unknown,2023-03-18
E418,U371,click,P10,2023-04-13
E419,U384,click,P10,2023-10-19
E420,U445,click,P6,2023-09-29
E421,U425,add_to_cart,P7,2023-04-10
E422,U161,add_to_cart,P6,2023-10-20
E423,U178,add_to_cart,P5,2023-06-11
E424,U629,add_to_cart,unknown,2023-05-07
E425,U708,click,P7,2023-06-02
E426,U490,login,P4,2023-09-23
E427,U327,login,P10,2023-10-13
E428,U598,add_to_cart,P10,2023-08-24
E429,U289,purchase,P10,2023-09-03
E430,U593,view,P9,2023-01-29
E431,U664,purchase,P5,2023-05-29
E432,U573,purchase,P8,2023-04-26
E433,U573,purchase,P6,2023-04-22
E434,U354,login,P4,2023-09-16
E435,U28,view,P3,2023-09-30
E436,U43,purchase,unknown,2023-11-07
E437,U681,add_to_cart,P6,2023-08-17
E438,U423,login,P1,2023-05-09
E439,U598,add_to_cart,P2,2023-01-30
E440,U177,add_to_cart,P7,2023-12-10
E441,U529,purchase,P4,2023-12-14
E442,U610,add_to_cart,P5,2023-12-08
E443,U494,view,unknown,2023-11-14
E444,U198,add_to_cart,P10,2023-11-26
E445,U610,purchase,P1,2023-09-21
E446,U577,add_to_cart,P2,2023-08-21
E447,U517,login,P4,2023-01-11
E448,U514,login,P8,2023-03-05
E449,U22,login,P10,2023-05-22
E450,U112,click,P4,2023-03-30
E451,U57,login,P3,2023-05-08
E452,U66,login,P3,2023-11-08
E453,U98,click,P5,2023-08-15
E454,U144,login,P3,2023-09-19
E455,U435,purchase,P8,2023-05-23
E456,U637,login,P5,2023-07-29
E457,U679,login,P7,2023-02-09
E458,U86,click,unknown,2023-04-12
E459,U588,purchase,P8,2023-07-06
E460,U344,add_to_cart,P5,2023-08-11
E461,U294,view,P8,2023-04-17
E462,U571,purchase,P3,2023-11-22
E463,U650,add_to_cart,P7,2023-12-24
E464,U611,purchase,P8,2023-12-26
E465,U704,add_to_cart,P7,2023-02-07
E466,U243,add_to_cart,P2,2023-06-25
E467,U561,purchase,P8,2023-11-26
E468,U32,click,P6,2023-02-14
E469,U391,purchase,P10,2023-03-17
E470,U277,purchase,P3,2023-04-15
E471,U532,add_to_cart,P4,2023-02-04
E472,U154,view,P7,2023-11-21
E473,U383,add_to_cart,P3,2023-12-30
E474,U68,login,P1,2023-04-26
E475,U214,purchase,P6,2023-08-12
E476,U655,purchase,P3,2023-11-03
E477,U376,click,unknown,2023-12-07
E478,U744,add_to_cart,P10,2023-08-17
E479,U213,click,P6,2023-10-22
E480,U79,purchase,P10,2023-03-30
E481,U726,add_to_cart,P3,2023-04-15
E482,U628,add_to_cart,P6,2023-10-16
E483,U604,login,unknown,2023-05-25
E484,U782,login,unknown,2023-10-03
E485,U381,view,P4,2023-04-19
E486,U680,login,P10,2023-06-05
E487,U58,add_to_cart,P10,2023-03-31
E488,U796,login,unknown,2023-08-08
E489,U26,view,P2,2023-04-23
E490,U447,purchase,P4,2023-11-29
E491,U66,login,unknown,2023-06-08
E492,U760,add_to_cart,P4,2023-09-27
E493,U254,purchase,unknown,2023-11-09
E494,U44,add_to_cart,P7,2023-05-15
E495,U97,purchase,P5,2023-02-05
E496,U554,add_to_cart,P8,2023-01-03
E497,U227,login,P7,2023-03-12
E498,U774,login,P10,2023-01-27
E499,U679,view,P9,2023-04-14
E500,U436,purchase,P8,2023-09-25
E501,U791,view,P9,2023-03-13
E502,U601,click,P1,2023-06-12
E503,U379,login,P10,2023-12-31
E504,U178,purchase,P3,2023-02-01
E505,U427,view,P5,2023-03-04
E506,U709,view,P9,2023-01-05
E507,U307,click,P8,2023-03-01
E508,U779,view,P10,2023-08-12
E509,U504,add_to_cart,P7,2023-07-17
E510,U268,login,P2,2023-06-28
E511,U586,view,unknown,2023-06-06
E512,U8,view,P6,2023-11-28
E513,U508,click,P4,2023-10-09
E514,U476,add_to_cart,P5,2023-07-07
E515,U297,view,P5,2023-11-30
E516,U164,login,P4,2023-03-11
E517,U485,login,P4,2023-09-26
E518,U597,view,P4,2023-11-20
E519,U72,add_to_cart,unknown,2023-02-04
E520,U567,login,P2,2024-01-01
E521,U559,login,P1,2023-04-06
E522,U238,add_to_cart,P2,2023-09-27
E523,U104,add_to_cart,P7,2023-12-24
E524,U210,view,P1,2023-05-10
E525,U554,purchase,P6,2023-08-31
E526,U468,click,P4,2023-07-08
E527,U454,purchase,unknown,2023-01-22
E528,U268,purchase,P3,2023-12-03
E529,U386,login,P7,2023-07-22
E530,U775,add_to_cart,P6,2023-10-04
E531,U387,login,P6,2023-06-28
E532,U259,click,P8,2023-01-20
E533,U283,view,P8,2023-08-27
E534,U626,click,P6,2023-07-11
E535,U40,login,P1,2023-01-28
E536,U486,login,P10,2023-09-24
E537,U220,login,P7,2023-07-04
E538,U129,login,P8,2023-08-19
E539,U520,purchase,P5,2023-02-08
E540,U613,view,unknown,2023-03-05
E541,U688,purchase,P4,2023-06-01
E542,U619,login,P7,2023-03-13
E543,U613,add_to_cart,unknown,2023-05-31
E544,U260,purchase,P6,2023-08-16
E545,U366,login,P6,2023-12-09
E546,U758,login,P3,2023-01-05
E547,U787,view,unknown,2023-04-08
E548,U544,click,P10,2023-04-17
E549,U649,purchase,P4,2023-03-22
E550,U524,purchase,P5,2023-11-07
E551,U96,purchase,P9,2023-04-05
E552,U16,login,unknown,2023-08-06
E553,U129,view,P3,2023-04-01
E554,U575,login,P6,2023-06-19
E555,U109,login,P10,2023-05-10
E556,U533,add_to_cart,P1,2023-11-05
E557,U670,view,P3,2023-06-25
E558,U269,purchase,P10,2023-08-17
E559,U162,click,P7,2023-10-25
E560,U260,purchase,P7,2023-08-24
E561,U102,login,P2,2023-03-15
E562,U506,view,P3,2023-09-21
E563,U735,view,P7,2023-08-30
E564,U571,view,P6,2023-10-12
E565,U247,add_to_cart,P7,2023-02-20
E566,U640,purchase,P10,2023-08-12
E567,U795,add_to_cart,P9,2023-10-02
E568,U537,click,P8,2023-02-21
E569,U131,login,P6,2023-07-07
E570,U353,add_to_cart,P4,2023-04-03
E571,U196,add_to_cart,P10,2023-07-15
E572,U793,login,P9,2023-10-11
E573,U666,view,P7,2023-10-27
E574,U382,login,P5,2023-02-01
E575,U645,purchase,P2,2023-05-26
E576,U227,login,P9,2023-04-15
E577,U701,view,P7,2023-09-29
E578,U476,login,P9,2023-01-03
E579,U477,add_to_cart,unknown,2023-05-23
E580,U265,click,P9,2023-03-01
E581,U372,add_to_cart,P10,2023-09-23
E582,U486,click,P5,2023-01-21
E583,U434,login,P7,2023-06-27
E584,U646,purchase,P5,2024-01-01
E585,U211,login,P3,2023-04-13
E586,U572,view,P10,2023-01-19
E587,U377,login,P8,2023-03-18
E588,U395,click,P8,2023-10-02
E589,U450,add_to_cart,P9,2023-03-01
E590,U364,purchase,unknown,2023-06-14
E591,U457,login,P6,2023-06-30
E592,U725,login,P2,2023-05-02
E593,U728,add_to_cart,P3,2023-10-04
E594,U226,purchase,unknown,2023-05-20
E595,U131,login,P10,2023-06-13
E596,U588,login,unknown,2023-09-07
E597,U476,click,P6,2023-04-29
E598,U798,click,P1,2023-09-28
E599,U277,view,P2,2023-06-14
E600,U156,add_to_cart,P8,2023-11-09
E601,U760,purchase,unknown,2023-05-19
E602,U218,login,P8,2023-05-16
E603,U190,login,P6,2023-12-15
E604,U417,view,P3,2023-12-12
E605,U675,login,P2,2023-05-27
E606,U692,add_to_cart,P6,2023-03-09
E607,U546,view,P1,2023-05-29
E608,U41,add_to_cart,P10,2023-08-07
E609,U307,view,P6,2023-12-08
E610,U338,login,P9,2023-10-10
E611,U314,view,P7,2023-07-13
E612,U75,click,P9,2023-08-21
E613,U279,purchase,P2,2023-12-20
E614,U176,login,unknown,2023-04-07
E615,U662,purchase,P5,2023-09-05
E616,U273,login,P9,2023-02-01
E617,U620,purchase,P7,2023-09-22
E618,U651,click,P9,2023-03-31
E619,U783,purchase,unknown,2023-03-20
E620,U289,view,P6,2023-06-29
E621,U724,purchase,P7,2023-06-11
E622,U272,login,P10,2023-04-12
E623,U66,add_to_cart,P5,2023-11-22
E624,U483,purchase,P6,2023-09-27
E625,U248,purchase,unknown,2023-06-13
E626,U156,purchase,unknown,2023-10-30
E627,U47,login,P2,2023-08-03
E628,U454,purchase,unknown,2023-09-05
E629,U201,login,P4,2023-07-07
E630,U660,login,unknown,2023-06-13
E631,U124,add_to_cart,P9,2023-09-07
E632,U1,view,P7,2023-01-07
E633,U759,login,P6,2023-08-01
E634,U640,click,P1,2023-06-30
E635,U191,purchase,P5,2023-01-10
E636,U579,click,unknown,2023-02-03
E637,U516,purchase,P4,2023-12-04
E638,U442,add_to_cart,P5,2023-02-12
E639,U240,login,unknown,2023-08-18
E640,U83,view,P9,2023-02-08
E641,U143,login,P3,2023-01-23
E642,U191,purchase,P4,2023-05-22
E643,U533,view,P8,2023-10-22
E644,U227,login,P3,2023-11-27
E645,U313,view,P3,2023-09-10
E646,U629,purchase,P9,2023-03-23
E647,U302,add_to_cart,P5,2023-04-30
E648,U654,add_to_cart,P10,2023-08-18
E649,U460,login,P1,2023-08-29
E650,U401,click,P7,2023-02-13
E651,U551,purchase,P7,2023-10-13
E652,U393,login,P6,2023-11-01
E653,U764,login,P6,2023-11-27
E654,U207,add_to_cart,P3,2023-05-06
E655,U210,view,P3,2023-02-19
E656,U115,purchase,P10,2023-11-22
E657,U737,view,unknown,2023-05-13
E658,U646,purchase,P9,2023-03-07
E659,U251,click,P1,2023-04-16
E660,U219,add_to_cart,P7,2023-10-31
E661,U407,click,unknown,2023-05-22
E662,U443,login,P10,2023-07-05
E663,U603,add_to_cart,P7,2023-08-06
E664,U354,login,P8,2023-11-24
E665,U558,click,P6,2023-12-31
E666,U550,purchase,P8,2023-03-31
E667,U142,login,P1,2023-07-15
E668,U612,view,P1,2023-09-11
E669,U501,purchase,P9,2023-07-13
E670,U702,purchase,P4,2023-01-26
E671,U547,click,P3,2023-07-19
E672,U659,click,P6,2023-03-12
E673,U542,add_to_cart,P10,2023-02-23
E674,U507,add_to_cart,P9,2023-05-26
E675,U596,view,P10,2023-10-25
E676,U281,purchase,unknown,2023-06-26
E677,U424,view,P4,2023-04-16
E678,U270,view,P9,2023-07-28
E679,U154,click,P5,2023-01-14
E680,U614,view,P7,2023-05-06
E681,U727,view,P3,2023-03-18
E682,U662,login,P3,2023-04-16
E683,U83,add_to_cart,P3,2023-05-09
E684,U622,add_to_cart,P8,2023-01-16
E685,U426,purchase,P6,2023-05-06
E686,U275,add_to_cart,P9,2023-12-12
E687,U713,purchase,P9,2023-12-29
E688,U284,login,P8,2023-06-02
E689,U173,add_to_cart,P1,2023-04-10
E690,U327,login,P6,2023-02-04
E691,U718,add_to_cart,P4,2023-10-01
E692,U63,add_to_cart,P4,2023-03-27
E693,U73,login,P3,2023-06-09
E694,U763,view,P9,2023-06-13
E695,U636,view,P2,2023-08-15
E696,U375,view,P1,2023-03-29
E697,U633,view,P10,2023-08-06
E698,U508,add_to_cart,P3,2023-05-05
E699,U787,click,P4,2023-11-23
E700,U398,login,P4,2023-08-12
E701,U120,click,P6,2023-07-09
E702,U437,click,P1,2023-03-17
E703,U676,purchase,P1,2023-04-23
E704,U465,view,P2,2023-09-16
E705,U286,add_to_cart,P4,2023-11-18
E706,U265,view,P7,2023-04-08
E707,U320,view,P6,2023-08-24
E708,U673,click,unknown,2023-01-03
E709,U376,purchase,P9,2023-07-01
E710,U488,view,P7,2023-06-10
E711,U89,login,P5,2023-11-27
E712,U654,login,P6,2023-12-30
E713,U203,view,P10,2023-03-23
E714,U739,click,P9,2023-03-05
E715,U334,click,P1,2023-05-22
E716,U222,add_to_cart,unknown,2023-03-16
